,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
50898,52144,Male,Loyal Customer,41.0,Business travel,Business,493,5,5,5,5,3.0,5.0,4,4,4,4,4.0,5,4,3,47,42.0,0
94773,96026,Female,Loyal Customer,40.0,Business travel,Business,2218,5,5,5,5,2.0,5.0,4,4,4,4,4.0,3,4,5,0,0.0,0
107437,108690,Male,Loyal Customer,54.0,Business travel,Eco,577,1,5,5,5,1.0,1.0,1,1,1,5,3.0,2,4,1,0,0.0,1
15831,16005,Female,Loyal Customer,29.0,Business travel,Business,3014,1,3,3,3,1.0,1.0,1,1,1,2,4.0,2,3,1,0,0.0,1
100224,101477,Female,disloyal Customer,34.0,Business travel,Business,345,4,4,4,2,3.0,4.0,3,3,5,2,5.0,3,4,3,29,23.0,1
39936,40600,Female,Loyal Customer,68.0,Personal Travel,Eco,391,3,4,3,3,2.0,4.0,4,1,1,3,5.0,3,1,5,12,0.0,1
56333,57579,Female,Loyal Customer,52.0,Business travel,Business,1597,3,3,3,3,3.0,4.0,4,3,3,4,3.0,3,3,4,5,0.0,0
23557,23820,Female,Loyal Customer,36.0,Personal Travel,Eco,374,2,4,2,3,5.0,2.0,5,5,3,2,5.0,3,3,5,0,16.0,1
55179,56425,Female,Loyal Customer,52.0,Business travel,Eco,719,2,5,5,5,5.0,4.0,3,2,2,2,2.0,3,2,1,0,0.0,1
9350,9471,Male,disloyal Customer,37.0,Business travel,Business,362,2,1,1,3,4.0,1.0,4,4,3,1,4.0,1,3,4,0,6.0,1
1899,1990,Male,Loyal Customer,56.0,Personal Travel,Eco,295,1,5,5,3,3.0,5.0,4,3,3,5,4.0,3,4,3,0,0.0,1
117804,119057,Female,Loyal Customer,14.0,Personal Travel,Eco,2279,1,4,1,3,3.0,1.0,3,3,4,3,5.0,3,5,3,0,0.0,1
58777,60023,Male,Loyal Customer,9.0,Personal Travel,Eco,937,3,3,3,4,1.0,3.0,1,1,1,1,4.0,2,3,1,0,1.0,1
5420,5513,Female,Loyal Customer,60.0,Business travel,Business,2679,3,3,3,3,4.0,5.0,5,3,3,3,3.0,3,3,5,6,0.0,0
94317,95570,Female,Loyal Customer,68.0,Personal Travel,Eco Plus,248,2,5,2,1,2.0,5.0,4,2,2,2,2.0,4,2,5,3,0.0,1
60840,62086,Male,Loyal Customer,41.0,Personal Travel,Eco Plus,2586,3,3,3,4,4.0,3.0,4,4,3,4,4.0,1,4,4,0,0.0,1
124925,126229,Female,Loyal Customer,47.0,Business travel,Eco,107,5,3,3,3,2.0,5.0,4,5,5,5,5.0,1,5,1,0,0.0,0
47277,48091,Female,Loyal Customer,55.0,Business travel,Eco,236,5,3,3,3,1.0,3.0,3,5,5,5,5.0,2,5,3,29,24.0,0
99589,100842,Male,Loyal Customer,63.0,Business travel,Business,3570,1,4,4,4,5.0,3.0,3,1,1,1,1.0,1,1,1,121,94.0,1
83378,84631,Male,Loyal Customer,44.0,Personal Travel,Eco,669,3,5,3,3,4.0,3.0,5,4,5,5,4.0,3,4,4,0,0.0,1
28342,28605,Female,Loyal Customer,28.0,Business travel,Eco,2614,5,4,3,4,5.0,5.0,5,5,1,1,5.0,5,5,5,0,0.0,0
93938,95191,Female,Loyal Customer,9.0,Personal Travel,Eco,192,2,5,2,3,3.0,2.0,3,3,4,4,5.0,3,4,3,10,16.0,1
36681,37271,Male,Loyal Customer,40.0,Business travel,Business,3324,3,1,3,3,2.0,3.0,1,4,4,4,4.0,5,4,5,10,0.0,0
75833,77079,Female,Loyal Customer,21.0,Personal Travel,Eco,991,3,4,3,5,5.0,3.0,5,5,3,3,4.0,5,4,5,0,0.0,1
89367,90620,Male,Loyal Customer,26.0,Business travel,Business,3528,2,4,4,4,2.0,2.0,2,2,4,3,4.0,2,4,2,0,0.0,1
27116,27379,Female,disloyal Customer,27.0,Business travel,Eco,605,2,5,2,1,1.0,2.0,1,1,4,2,4.0,3,4,1,0,0.0,1
87324,88577,Male,Loyal Customer,45.0,Personal Travel,Eco,545,4,5,4,5,4.0,4.0,4,4,3,5,3.0,3,4,4,0,0.0,1
87701,88954,Male,Loyal Customer,24.0,Business travel,Business,1199,2,2,2,2,4.0,4.0,4,4,3,3,4.0,3,5,4,12,10.0,0
60295,61541,Female,Loyal Customer,54.0,Personal Travel,Eco,2288,2,1,2,2,3.0,1.0,2,2,2,2,2.0,1,2,1,0,0.0,1
24860,25123,Female,Loyal Customer,54.0,Business travel,Eco Plus,946,5,3,3,3,2.0,4.0,4,5,5,5,5.0,1,5,3,2,0.0,0
125783,127087,Male,Loyal Customer,24.0,Business travel,Eco,251,2,3,3,3,2.0,2.0,1,2,2,5,3.0,4,4,2,0,0.0,1
117323,118576,Male,Loyal Customer,55.0,Business travel,Business,370,1,1,1,1,2.0,4.0,4,4,4,4,4.0,5,4,4,12,14.0,0
76726,77973,Female,Loyal Customer,58.0,Business travel,Business,3668,5,5,5,5,5.0,5.0,5,5,5,5,5.0,3,5,5,0,0.0,0
97410,98663,Female,Loyal Customer,9.0,Personal Travel,Eco,920,3,2,3,3,1.0,3.0,1,1,2,3,3.0,3,4,1,28,14.0,1
80794,82044,Male,Loyal Customer,23.0,Personal Travel,Eco,1517,3,2,3,4,1.0,3.0,1,1,4,1,4.0,1,3,1,0,0.0,1
94604,95857,Male,Loyal Customer,29.0,Business travel,Business,2087,4,3,3,3,4.0,4.0,4,4,1,5,4.0,1,4,4,5,0.0,1
21574,21779,Female,Loyal Customer,35.0,Business travel,Business,241,3,3,3,3,4.0,4.0,5,5,5,5,5.0,3,5,1,48,41.0,0
75019,76265,Female,Loyal Customer,46.0,Business travel,Business,1927,3,3,5,3,3.0,5.0,5,4,4,4,4.0,4,4,5,0,27.0,0
39165,39829,Female,Loyal Customer,32.0,Business travel,Business,2750,0,3,0,1,2.0,2.0,2,2,3,4,5.0,1,3,2,0,0.0,0
74477,75723,Male,Loyal Customer,57.0,Business travel,Business,2135,1,1,1,1,5.0,4.0,5,5,5,5,5.0,5,5,5,6,2.0,0
87485,88738,Male,Loyal Customer,52.0,Personal Travel,Eco,444,2,4,2,1,2.0,2.0,2,2,4,2,5.0,3,5,2,0,0.0,1
16063,16237,Male,Loyal Customer,13.0,Personal Travel,Business,631,1,4,1,1,1.0,1.0,1,1,3,2,4.0,5,5,1,94,82.0,1
112309,113562,Female,Loyal Customer,59.0,Business travel,Business,1585,4,5,5,5,3.0,4.0,4,2,2,2,4.0,4,2,1,0,0.0,1
123169,124463,Male,Loyal Customer,44.0,Business travel,Business,2899,3,2,4,2,5.0,4.0,4,3,3,2,3.0,3,3,4,60,30.0,1
64504,65750,Male,Loyal Customer,50.0,Personal Travel,Eco,1061,2,5,3,3,4.0,3.0,4,4,4,2,5.0,4,5,4,5,0.0,1
107215,108468,Female,Loyal Customer,70.0,Personal Travel,Eco,1444,2,3,2,1,5.0,1.0,3,5,5,2,5.0,1,5,5,31,16.0,1
123475,124770,Male,Loyal Customer,42.0,Business travel,Business,280,5,5,5,5,5.0,5.0,5,5,5,5,5.0,3,5,3,0,0.0,0
63248,64494,Male,Loyal Customer,47.0,Business travel,Business,1715,2,4,4,4,4.0,4.0,3,2,2,2,2.0,4,2,4,0,0.0,1
27182,27445,Male,Loyal Customer,44.0,Business travel,Business,2823,4,4,4,4,4.0,4.0,3,4,4,3,4.0,3,4,3,0,0.0,0
65377,66623,Male,Loyal Customer,45.0,Business travel,Business,802,3,3,3,3,4.0,3.0,4,3,3,3,3.0,3,3,3,26,24.0,1
81918,83171,Female,Loyal Customer,39.0,Business travel,Eco Plus,1127,3,3,3,3,3.0,3.0,3,3,3,5,3.0,3,3,3,0,0.0,1
14412,14569,Female,disloyal Customer,26.0,Business travel,Eco,986,4,4,4,5,5.0,4.0,5,5,2,3,5.0,4,2,5,31,36.0,1
38449,39039,Female,Loyal Customer,9.0,Personal Travel,Eco,230,5,5,5,5,3.0,5.0,3,3,5,5,5.0,3,4,3,0,0.0,0
125881,127185,Male,disloyal Customer,58.0,Business travel,Business,370,4,4,4,3,5.0,4.0,5,5,5,2,5.0,5,4,5,4,6.0,1
57856,59102,Male,Loyal Customer,57.0,Personal Travel,Eco,1846,3,2,3,3,2.0,3.0,2,2,3,2,3.0,3,4,2,0,11.0,1
70278,71524,Male,Loyal Customer,30.0,Business travel,Business,2787,2,2,2,2,4.0,4.0,4,4,4,2,5.0,5,5,4,0,0.0,0
118814,120067,Female,Loyal Customer,23.0,Business travel,Business,3164,2,5,2,2,4.0,4.0,4,4,5,4,5.0,5,5,4,16,15.0,0
42862,43527,Female,disloyal Customer,21.0,Business travel,Eco,807,2,2,2,2,2.0,2.0,2,2,1,1,3.0,1,2,2,0,0.0,1
103999,105252,Female,Loyal Customer,51.0,Business travel,Business,2106,2,2,2,2,4.0,5.0,5,5,5,5,5.0,3,5,3,0,0.0,0
68399,69645,Male,Loyal Customer,59.0,Business travel,Business,569,4,4,4,4,3.0,5.0,5,5,5,5,5.0,4,5,3,0,0.0,0
8957,9061,Male,Loyal Customer,60.0,Business travel,Eco,212,2,4,4,4,2.0,2.0,2,2,3,2,3.0,3,2,2,12,15.0,1
5892,5996,Female,disloyal Customer,29.0,Business travel,Business,672,5,4,4,4,2.0,4.0,2,2,4,5,4.0,4,5,2,0,0.0,0
69696,70942,Male,disloyal Customer,20.0,Business travel,Eco,612,2,0,2,3,4.0,2.0,4,4,5,3,2.0,5,4,4,2,0.0,1
99586,100839,Female,disloyal Customer,29.0,Business travel,Eco,711,2,2,2,4,4.0,2.0,4,4,4,5,3.0,3,3,4,19,10.0,1
63105,64351,Female,Loyal Customer,50.0,Business travel,Business,1192,1,5,5,5,5.0,3.0,4,1,1,1,1.0,1,1,4,6,2.0,1
17478,17652,Male,Loyal Customer,45.0,Business travel,Business,1008,5,5,5,5,1.0,4.0,2,4,4,4,4.0,2,4,3,1,1.0,0
90639,91892,Male,Loyal Customer,36.0,Business travel,Business,2475,2,1,1,1,5.0,3.0,4,2,2,3,2.0,2,2,4,0,0.0,1
85223,86476,Female,Loyal Customer,52.0,Business travel,Eco,749,3,2,2,2,3.0,3.0,4,3,3,3,3.0,3,3,3,17,26.0,1
5478,5571,Male,Loyal Customer,45.0,Personal Travel,Eco,501,1,3,1,4,4.0,1.0,4,4,3,3,3.0,5,5,4,116,86.0,1
6882,6986,Male,disloyal Customer,57.0,Business travel,Business,234,2,2,2,3,5.0,2.0,5,5,1,3,3.0,2,4,5,33,27.0,1
86475,87728,Male,Loyal Customer,28.0,Personal Travel,Eco Plus,606,3,5,3,3,3.0,3.0,3,3,3,3,5.0,5,4,3,50,31.0,1
59123,60369,Female,Loyal Customer,41.0,Business travel,Business,1452,1,1,1,1,2.0,5.0,5,4,4,4,4.0,5,4,4,0,0.0,0
33067,33655,Female,Loyal Customer,52.0,Personal Travel,Eco,413,4,5,4,1,5.0,4.0,5,5,5,4,5.0,3,5,4,0,0.0,0
32177,32654,Male,disloyal Customer,68.0,Business travel,Eco,163,2,2,2,3,4.0,2.0,4,4,1,1,2.0,1,3,4,0,9.0,1
37868,38458,Female,Loyal Customer,50.0,Business travel,Eco,826,4,3,5,3,3.0,2.0,2,4,4,4,4.0,5,4,5,0,0.0,0
31610,31931,Female,Loyal Customer,32.0,Business travel,Business,3326,2,2,5,2,5.0,5.0,5,5,5,2,4.0,5,4,5,0,0.0,0
17704,17878,Female,Loyal Customer,62.0,Personal Travel,Eco,425,0,0,0,1,4.0,4.0,4,1,1,0,1.0,3,1,4,0,0.0,0
75105,76351,Female,Loyal Customer,60.0,Business travel,Business,1851,5,5,5,5,5.0,3.0,4,5,5,5,5.0,3,5,3,75,46.0,0
19585,19777,Female,Loyal Customer,43.0,Business travel,Eco,667,4,3,3,3,5.0,4.0,1,4,4,4,4.0,2,4,3,0,0.0,0
8890,8994,Female,disloyal Customer,26.0,Business travel,Eco,228,1,4,1,3,4.0,1.0,4,4,4,3,3.0,2,4,4,0,0.0,1
117657,118910,Female,Loyal Customer,58.0,Personal Travel,Eco,570,4,1,4,4,1.0,4.0,3,1,1,4,1.0,2,1,1,6,0.0,1
105629,106882,Female,Loyal Customer,28.0,Business travel,Business,2255,3,1,1,1,3.0,3.0,3,3,4,3,3.0,2,4,3,6,0.0,1
14026,14183,Female,Loyal Customer,45.0,Business travel,Eco,620,5,1,1,1,2.0,2.0,2,5,5,5,5.0,3,5,1,9,0.0,0
9716,9837,Female,Loyal Customer,55.0,Business travel,Business,531,1,1,1,1,4.0,5.0,5,4,4,4,4.0,3,4,5,4,0.0,0
17884,18066,Female,Loyal Customer,44.0,Business travel,Eco,488,2,5,5,5,3.0,4.0,1,2,2,2,2.0,4,2,4,113,97.0,0
35921,36511,Female,disloyal Customer,31.0,Business travel,Eco,1211,2,2,2,3,2.0,2.0,2,2,1,1,2.0,2,3,2,0,0.0,1
127451,128755,Male,Loyal Customer,27.0,Business travel,Business,3657,3,3,4,3,5.0,5.0,5,5,4,3,4.0,4,5,5,31,33.0,0
30807,31124,Female,Loyal Customer,33.0,Business travel,Business,991,3,4,4,4,3.0,2.0,2,3,3,3,3.0,3,3,1,19,17.0,1
91325,92578,Male,Loyal Customer,42.0,Personal Travel,Eco Plus,2139,2,1,2,2,2.0,2.0,2,2,4,5,1.0,2,3,2,0,0.0,1
82978,84231,Male,Loyal Customer,69.0,Personal Travel,Eco,432,2,2,2,3,5.0,2.0,5,5,4,5,4.0,2,3,5,7,11.0,1
117486,118739,Male,Loyal Customer,40.0,Personal Travel,Eco,368,3,2,3,3,1.0,3.0,1,1,1,3,4.0,3,3,1,0,0.0,1
41173,41837,Female,Loyal Customer,37.0,Business travel,Eco,462,4,3,5,3,4.0,3.0,4,4,1,5,4.0,1,4,4,0,0.0,1
59326,60572,Male,Loyal Customer,43.0,Business travel,Business,1714,3,1,3,1,4.0,4.0,3,3,3,3,3.0,2,3,4,16,0.0,1
7167,7271,Male,Loyal Customer,26.0,Personal Travel,Eco,139,3,4,3,3,2.0,3.0,1,2,4,4,4.0,4,4,2,73,65.0,1
124266,125570,Female,Loyal Customer,37.0,Personal Travel,Eco,226,2,5,2,5,3.0,2.0,3,3,3,3,5.0,4,5,3,3,0.0,1
128323,129627,Female,disloyal Customer,50.0,Business travel,Business,447,4,4,4,1,4.0,1.0,1,3,2,5,5.0,1,5,1,279,293.0,0
113966,115219,Female,Loyal Customer,54.0,Business travel,Business,325,0,0,0,3,4.0,4.0,5,5,5,5,5.0,4,5,4,0,5.0,0
125746,127050,Male,Loyal Customer,77.0,Business travel,Business,2541,4,3,2,3,1.0,3.0,4,4,4,4,4.0,2,4,3,0,0.0,1
45687,46441,Male,Loyal Customer,38.0,Personal Travel,Eco,1304,3,4,3,3,3.0,3.0,3,3,3,3,5.0,4,5,3,1,0.0,1
58004,59250,Male,disloyal Customer,19.0,Business travel,Business,3801,3,2,3,4,3.0,4.0,5,4,5,2,3.0,5,2,5,0,0.0,1
90577,91830,Male,Loyal Customer,25.0,Business travel,Eco Plus,590,4,3,4,4,4.0,4.0,4,4,4,5,4.0,3,3,4,0,0.0,1
106764,108017,Female,Loyal Customer,44.0,Business travel,Business,589,2,1,2,2,2.0,5.0,5,4,4,4,4.0,5,4,3,3,0.0,0
61680,62926,Male,disloyal Customer,18.0,Business travel,Eco,967,3,3,3,1,2.0,3.0,2,2,3,3,5.0,3,5,2,0,0.0,1
12220,12377,Female,disloyal Customer,39.0,Business travel,Business,305,1,1,1,4,3.0,1.0,3,3,4,3,4.0,4,4,3,0,0.0,1
119468,120742,Male,Loyal Customer,43.0,Business travel,Business,1850,4,4,4,4,3.0,5.0,4,2,2,2,2.0,4,2,3,0,0.0,0
27007,27270,Male,Loyal Customer,41.0,Business travel,Business,679,4,4,4,4,2.0,4.0,5,4,4,4,4.0,5,4,5,1,0.0,0
15244,15418,Female,Loyal Customer,52.0,Business travel,Business,377,5,5,5,5,5.0,2.0,2,3,3,3,3.0,3,3,2,0,0.0,0
62914,64160,Female,Loyal Customer,59.0,Business travel,Eco,589,3,4,4,4,4.0,2.0,1,3,3,3,3.0,4,3,2,44,26.0,1
43023,43688,Female,Loyal Customer,36.0,Business travel,Business,257,2,2,2,2,2.0,1.0,4,4,4,4,4.0,5,4,4,0,1.0,0
50822,52068,Female,Loyal Customer,38.0,Business travel,Eco,351,4,2,2,2,4.0,5.0,4,4,3,4,5.0,5,1,4,0,0.0,0
765,806,Male,Loyal Customer,42.0,Business travel,Business,1538,3,3,3,3,1.0,3.0,3,3,3,3,3.0,1,3,4,0,1.0,1
40027,40691,Male,Loyal Customer,27.0,Business travel,Business,3978,4,5,4,4,5.0,5.0,5,5,2,5,2.0,4,1,5,0,0.0,0
59231,60477,Female,Loyal Customer,17.0,Business travel,Business,3393,4,4,4,4,4.0,4.0,4,4,3,5,5.0,5,5,4,3,1.0,0
53283,54529,Male,Loyal Customer,37.0,Personal Travel,Eco,925,3,4,3,3,4.0,3.0,4,4,5,2,5.0,4,5,4,0,0.0,1
12316,12473,Male,Loyal Customer,28.0,Personal Travel,Eco,305,2,4,2,1,2.0,2.0,2,2,2,4,3.0,2,3,2,17,5.0,1
48012,48851,Female,Loyal Customer,24.0,Personal Travel,Business,199,2,4,2,4,2.0,2.0,2,2,4,5,5.0,5,5,2,10,22.0,1
50861,52107,Female,Loyal Customer,41.0,Personal Travel,Eco,639,3,1,3,4,5.0,3.0,5,5,4,2,3.0,3,3,5,0,0.0,1
77015,78262,Male,Loyal Customer,29.0,Business travel,Business,2085,3,1,1,1,3.0,3.0,3,3,4,3,4.0,4,3,3,0,0.0,1
49778,50920,Male,Loyal Customer,58.0,Personal Travel,Eco,158,3,4,3,2,5.0,3.0,5,5,3,3,4.0,5,5,5,0,37.0,1
81536,82789,Male,Loyal Customer,60.0,Personal Travel,Eco,231,2,4,2,4,3.0,2.0,3,3,3,4,3.0,2,3,3,23,11.0,1
76347,77593,Female,Loyal Customer,39.0,Business travel,Business,3053,2,2,1,2,3.0,4.0,5,4,4,5,4.0,3,4,4,9,24.0,0
100801,102054,Male,Loyal Customer,32.0,Personal Travel,Business,397,3,4,3,1,4.0,3.0,4,4,4,2,5.0,4,5,4,11,9.0,1
6064,6168,Male,Loyal Customer,32.0,Business travel,Business,491,2,2,2,2,2.0,2.0,2,2,2,4,3.0,2,3,2,30,17.0,1
16951,17125,Female,Loyal Customer,46.0,Business travel,Business,1886,3,3,3,3,3.0,5.0,5,4,4,4,4.0,4,4,3,0,0.0,0
100008,101261,Male,disloyal Customer,28.0,Business travel,Business,968,4,5,5,4,5.0,1.0,1,5,2,4,5.0,1,5,1,129,135.0,0
58223,59469,Female,Loyal Customer,43.0,Business travel,Business,811,3,3,2,3,2.0,5.0,4,5,5,5,5.0,3,5,5,0,0.0,0
104729,105982,Female,Loyal Customer,13.0,Personal Travel,Eco,2295,3,1,3,3,3.0,2.0,2,4,4,1,3.0,2,1,2,6,17.0,1
97222,98475,Male,Loyal Customer,40.0,Personal Travel,Eco Plus,210,4,4,4,4,1.0,4.0,1,1,3,5,3.0,4,4,1,0,0.0,0
2970,3061,Female,Loyal Customer,70.0,Personal Travel,Eco,340,3,4,3,5,3.0,5.0,4,5,5,3,5.0,5,5,3,0,0.0,1
15741,15915,Male,Loyal Customer,57.0,Business travel,Eco,528,5,3,3,3,4.0,5.0,4,4,2,2,3.0,4,3,4,53,52.0,0
41751,42415,Male,Loyal Customer,35.0,Business travel,Eco Plus,329,5,4,4,4,5.0,5.0,5,5,4,4,5.0,4,1,5,0,0.0,0
106789,108042,Female,Loyal Customer,57.0,Business travel,Business,1979,1,5,5,5,2.0,3.0,4,1,1,1,1.0,1,1,2,30,15.0,1
31746,32100,Female,disloyal Customer,57.0,Business travel,Eco,101,4,0,4,1,2.0,4.0,2,2,4,2,4.0,5,4,2,0,0.0,1
113303,114556,Male,Loyal Customer,39.0,Personal Travel,Business,390,4,5,4,3,1.0,1.0,1,1,1,4,1.0,5,1,4,0,0.0,0
70760,72006,Female,Loyal Customer,43.0,Business travel,Eco Plus,1440,2,3,3,3,5.0,3.0,2,2,2,2,2.0,1,2,2,0,0.0,1
56849,58095,Female,Loyal Customer,15.0,Business travel,Business,2581,2,1,1,1,2.0,2.0,2,2,4,4,4.0,4,4,2,17,10.0,1
7310,7414,Female,Loyal Customer,24.0,Business travel,Business,522,3,2,5,2,3.0,3.0,3,3,3,2,3.0,4,3,3,11,52.0,1
48599,49518,Female,disloyal Customer,36.0,Business travel,Eco,262,3,0,3,1,5.0,3.0,2,5,4,5,5.0,1,3,5,16,13.0,1
22431,22676,Male,disloyal Customer,23.0,Business travel,Eco,589,2,0,2,2,2.0,5.0,5,1,2,5,2.0,5,2,5,154,176.0,1
22513,22758,Female,Loyal Customer,55.0,Business travel,Business,3609,4,4,4,4,5.0,5.0,5,3,1,2,2.0,5,5,5,142,139.0,0
34018,34608,Male,Loyal Customer,21.0,Personal Travel,Eco,1598,3,5,3,3,4.0,3.0,4,4,3,4,5.0,5,4,4,42,25.0,1
18741,18923,Female,Loyal Customer,44.0,Personal Travel,Eco,448,4,4,4,1,4.0,5.0,4,5,5,4,5.0,3,5,3,0,0.0,1
38715,39379,Male,Loyal Customer,45.0,Business travel,Business,3960,3,3,3,3,5.0,3.0,2,5,5,5,5.0,1,5,5,0,1.0,0
30701,31018,Female,Loyal Customer,56.0,Personal Travel,Eco,391,1,3,1,4,1.0,4.0,3,4,4,1,4.0,3,4,1,72,62.0,1
122700,123991,Male,disloyal Customer,38.0,Business travel,Business,184,3,3,3,5,3.0,3.0,3,3,4,4,5.0,3,4,3,0,0.0,1
2648,2739,Female,Loyal Customer,36.0,Business travel,Eco,772,4,4,4,4,4.0,4.0,4,4,1,3,3.0,4,3,4,0,1.0,1
55203,56449,Male,Loyal Customer,32.0,Personal Travel,Eco,719,3,5,3,3,2.0,3.0,2,2,5,3,4.0,3,5,2,12,0.0,1
25738,26001,Female,Loyal Customer,46.0,Business travel,Business,3057,2,2,5,2,3.0,5.0,5,5,5,5,5.0,4,5,3,7,3.0,0
35731,36321,Male,Loyal Customer,42.0,Business travel,Eco,187,3,2,2,2,3.0,3.0,3,3,1,4,2.0,2,3,3,0,14.0,1
9656,9777,Male,Loyal Customer,49.0,Personal Travel,Eco,383,4,2,4,4,1.0,4.0,1,1,4,1,4.0,3,4,1,75,85.0,0
91447,92700,Female,Loyal Customer,19.0,Personal Travel,Eco,507,4,4,4,1,1.0,4.0,1,1,3,3,5.0,3,4,1,37,22.0,1
51175,52421,Male,Loyal Customer,25.0,Personal Travel,Eco,425,5,4,5,4,5.0,5.0,5,5,3,5,5.0,3,4,5,0,0.0,0
118361,119614,Female,disloyal Customer,26.0,Business travel,Eco Plus,1979,1,1,1,4,4.0,1.0,4,4,2,5,2.0,4,4,4,20,0.0,1
69908,71154,Male,disloyal Customer,25.0,Business travel,Business,646,3,4,3,4,4.0,3.0,4,4,4,5,4.0,3,5,4,0,0.0,1
64332,65578,Male,Loyal Customer,20.0,Business travel,Business,237,3,3,3,3,5.0,5.0,5,5,4,5,5.0,4,4,5,15,10.0,0
107353,108606,Male,Loyal Customer,31.0,Business travel,Business,2735,1,5,5,5,1.0,1.0,1,1,4,3,3.0,3,3,1,59,45.0,1
95071,96324,Male,disloyal Customer,24.0,Business travel,Eco,359,4,5,3,2,2.0,3.0,4,2,4,2,5.0,5,5,2,9,0.0,0
67144,68390,Male,disloyal Customer,26.0,Business travel,Business,1045,1,1,1,5,4.0,1.0,4,4,3,5,5.0,3,4,4,0,0.0,1
3020,3111,Female,Loyal Customer,10.0,Personal Travel,Eco Plus,413,2,4,2,3,2.0,2.0,2,2,2,1,4.0,2,3,2,15,41.0,1
120648,121922,Female,Loyal Customer,44.0,Business travel,Business,449,3,3,3,3,3.0,5.0,4,4,4,4,4.0,5,4,4,16,16.0,0
5950,6054,Female,Loyal Customer,29.0,Personal Travel,Eco,672,3,4,3,3,5.0,3.0,5,5,3,3,5.0,3,5,5,0,0.0,1
55000,56246,Male,Loyal Customer,39.0,Business travel,Business,2434,2,2,2,2,5.0,5.0,5,3,2,5,5.0,5,4,5,107,90.0,0
122156,123436,Female,Loyal Customer,45.0,Business travel,Business,2296,3,3,3,3,2.0,2.0,2,5,5,5,5.0,2,3,2,0,4.0,0
462,480,Female,disloyal Customer,37.0,Business travel,Business,164,4,4,4,4,1.0,4.0,1,1,4,5,5.0,3,4,1,0,0.0,0
13001,13158,Male,Loyal Customer,25.0,Personal Travel,Eco,427,3,5,3,4,3.0,3.0,3,3,4,3,4.0,4,5,3,28,13.0,1
21982,22187,Male,Loyal Customer,29.0,Business travel,Business,1995,2,5,5,5,2.0,2.0,2,2,3,3,3.0,3,3,2,49,45.0,1
106992,108245,Male,Loyal Customer,28.0,Business travel,Business,895,4,2,4,4,3.0,3.0,3,3,5,2,4.0,5,4,3,0,0.0,0
88743,89996,Male,Loyal Customer,52.0,Business travel,Business,1084,5,5,5,5,5.0,4.0,4,2,2,2,2.0,3,2,5,0,0.0,0
7050,7154,Female,Loyal Customer,27.0,Business travel,Business,1970,0,5,0,4,1.0,1.0,1,1,4,4,4.0,4,4,1,0,4.0,0
109529,110782,Female,Loyal Customer,67.0,Business travel,Business,2359,3,3,3,3,2.0,4.0,4,4,4,4,4.0,3,4,4,0,0.0,0
61115,62361,Female,Loyal Customer,65.0,Personal Travel,Eco,1589,2,4,2,1,5.0,5.0,5,1,1,2,1.0,5,1,4,0,4.0,1
50162,51392,Male,Loyal Customer,7.0,Personal Travel,Eco Plus,110,4,5,4,5,1.0,4.0,1,1,3,3,2.0,3,5,1,1,9.0,1
38200,38790,Female,disloyal Customer,25.0,Business travel,Eco,353,1,3,1,3,5.0,1.0,5,5,3,1,3.0,2,3,5,0,0.0,1
99092,100345,Female,Loyal Customer,49.0,Personal Travel,Eco,1092,4,2,4,4,4.0,4.0,3,1,1,4,1.0,4,1,2,0,0.0,0
67862,69108,Female,Loyal Customer,48.0,Personal Travel,Eco Plus,1389,2,3,2,3,5.0,4.0,1,5,5,2,5.0,2,5,3,0,0.0,1
61917,63163,Male,Loyal Customer,45.0,Business travel,Business,3309,1,1,1,1,4.0,5.0,5,5,5,4,5.0,3,5,4,4,0.0,0
32673,33257,Female,Loyal Customer,27.0,Personal Travel,Eco Plus,163,3,4,3,2,1.0,3.0,1,1,3,2,5.0,5,5,1,0,0.0,1
123932,125236,Male,Loyal Customer,42.0,Business travel,Business,3869,2,2,5,2,3.0,4.0,5,5,5,5,5.0,5,5,3,0,0.0,0
63909,65155,Male,Loyal Customer,59.0,Personal Travel,Eco,190,1,4,0,4,5.0,0.0,5,5,1,4,4.0,4,4,5,1,0.0,1
31865,32257,Female,Loyal Customer,24.0,Business travel,Business,2566,3,3,3,3,4.0,4.0,3,4,1,2,4.0,4,2,4,0,0.0,0
91857,93110,Male,Loyal Customer,30.0,Business travel,Business,903,3,2,3,3,5.0,5.0,5,5,5,5,4.0,3,5,5,0,0.0,0
119702,120976,Female,Loyal Customer,25.0,Business travel,Business,1013,3,2,2,2,3.0,3.0,3,3,3,3,4.0,2,3,3,50,73.0,1
121161,122441,Male,Loyal Customer,42.0,Business travel,Business,3363,5,5,1,5,5.0,5.0,5,5,5,5,5.0,5,5,3,0,0.0,0
117498,118751,Female,Loyal Customer,13.0,Personal Travel,Eco,646,3,4,2,3,4.0,2.0,4,4,5,4,2.0,3,3,4,0,0.0,1
